text,emotion,bias/distortion,context,feedback/insight,behavioral_recommendation,progress_tracking,motivation,perception,habit,social_influence,attention,memory,trust,past_experience,decision_making,adaptive_behavior,identity,situational_trigger,cultural,text_clean,text_length,word_count,polarity,subjectivity,TextBlob_Analysis,cogdist_keyword_count,neg_emotion_word_count,tfidf_always,tfidf_never,tfidf_cant,tfidf_im,tfidf_feel,tfidf_everyone,tfidf_nothing,tfidf_must,tfidf_job,tfidf_family,tfidf_relationship,tfidf_think,tfidf_work,tfidf_career,tfidf_need,tfidf_should,date,big5_openness,big5_conscientiousness,big5_extraversion,big5_agreeableness,big5_neuroticism,quirk_cluster,peer_group,detected_distortions,distortion_count
"""I snapped at my partner over nothing. I'm a toxic, emotionally unstable burden. They'd be better off without my unpredictable moods.""","self-loathing, frustration","labeling, magnification",relationship,Conflict with extreme self-condemnation,Practice repair behaviors and emotion regulation,Relationship communication,Harmony motivation,Toxic self-perception,Reactive pattern,Relationship ideal influence,Attention to perceived failures,Past relationship hurt memory,Diminished relational trust,Similar past conflicts,Withdrawn relationship decisions,Difficulty maintaining relationship perspective,Bad partner identity,Argument situation,Perfect relationship myth,snapped partner nothing im toxic emotionally unstable burden theyd better without unpredictable mood,100,13,0.11111111111111112,0.7166666666666667,Positive,1,0,0.0,0.0,0.0,0.400403154905331,0.0,0.0,0.9163390821862054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-07,0,0,0,0,0,1,0,"['overgeneralization', 'fortune telling']",2
"""Seeing my child's unconditional love after I lost my temper fills me with guilt. They deserve better than my imperfect parenting, yet they adore me anyway.""","guilt, warmth","mental filtering, should statements",parenting,Parental love with unrealistic self-expectations,Practice repair behaviors while accepting human imperfection,Parenting growth,Nurturing motivation,Flawed-but-loved perception,Reactive then reparative pattern,Parenting ideal influence,Attention to loving moments,Past parenting regret memory,Developing parental trust,Similar past repair experiences,Nurturing decisions,Improving emotional regulation,Loving work-in-progress parent identity,Post-conflict connection situation,Perfect parenting myth,seeing child unconditional love lost temper fill guilt deserve better imperfect parenting yet adore anyway,106,15,0.5,0.55,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-08,0,0,0,0,0,2,0,['none detected'],0
"""My partner's supportive embrace after my work failure overwhelms me. I don't deserve this kindness after such professional incompetence.""","guilt, warmth","disqualifying positives, labeling",relationship,Support received amid professional self-doubt,Accept comfort while reframing failure as temporary,Relationship security building,Worthiness motivation,Unworthy-but-supported perception,Self-deprecation then acceptance pattern,Relationship standard influence,Attention to loving support,Past professional setback memory,Developing relational trust,Similar past comfort experiences,Vulnerability decisions,Improving self-compassion,Imperfect but loved professional identity,Career disappointment situation,Professional perfection expected,partner supportive embrace work failure overwhelms dont deserve kindness professional incompetence,98,11,0.09444444444444444,0.46666666666666673,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2031-03-09,0,0,0,0,0,2,0,['none detected'],0
"""Mom sent care packages despite my distant behavior. Her unwavering care highlights how I neglect our relationship. I'm a terrible child to such a loving parent.""","guilt, warmth","mental filtering, personalization",family,Parental love with perceived reciprocity failure,Schedule regular contact while accepting love is not transactional,Family connection,Reciprocity motivation,Flawed-but-cherished perception,Distant then guilty pattern,Family obligation influence,Attention to parental care,Past family neglect memory,Developing familial trust,Similar past care experiences,Reconnection decisions,Improving family engagement,Imperfect but loved child identity,Parental gift situation,Filial duty expectations,mom sent care package despite distant behavior unwavering care highlight neglect relationship im terrible child loving parent,125,17,-0.1666666666666667,0.7666666666666666,Negative,0,0,0.0,0.0,0.0,0.464625691921882,0.0,0.0,0.0,0.0,0.0,0.0,0.8855071803244241,0.0,0.0,0.0,0.0,0.0,2031-03-10,0,0,0,0,0,2,0,['none detected'],0
"""My rescue dog's joyful greeting after long work days breaks my heart. She deserves more time than I can give, yet loves me unconditionally.""","guilt, warmth","should statements, magnification",pet ownership,Animal bond with perceived care inadequacy,Quality over quantity time with scheduled walks,Pet relationship,Caregiving motivation,Imperfect-but-accepted perception,Work-then-guilt pattern,Pet owner ideal influence,Attention to pet's affection,Past absence memory,Developing pet trust,Similar past care balancing,Pet time decisions,Improving present moments,Loving but busy owner identity,Reunion situation,Perfect pet parenting,rescue dog joyful greeting long work day break heart deserves time give yet love unconditionally,96,15,0.225,0.5,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2031-03-11,0,0,0,0,0,2,0,['overgeneralization'],1
"""Friends threw me a surprise birthday after my recent withdrawal. Their thoughtfulness shames my isolation tendencies. I don't deserve such loyal people.""","guilt, warmth","disqualifying positives, labeling",friendship,Social love amid self-isolation,Express gratitude while gradually increasing reciprocity,Friendship maintenance,Belonging motivation,Unworthy-but-valued perception,Withdrawal then guilt pattern,Friendship expectation influence,Attention to friendship efforts,Past isolation memory,Developing social trust,Similar past care experiences,Social re-engagement decisions,Improving connection,Imperfect but cared-for friend identity,Celebration situation,Friendship constancy valued,friend threw surprise birthday recent withdrawal thoughtfulness shame isolation tendency dont deserve loyal people,114,14,0.16666666666666666,0.5416666666666667,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-12,0,0,1,0,0,2,0,['none detected'],0
"""My student's heartfelt thank-you note highlights how I've been phoning it in lately. Their admiration shames my recent teaching compromises.""","guilt, warmth","mental filtering, should statements",professional,Student gratitude inspiring professional reflection,Renew teaching passion with small innovative changes,Teaching motivation,Educational impact motivation,Flawed-but-appreciated perception,Autopilot then inspired pattern,Teaching standard influence,Attention to student growth,Past teaching fatigue memory,Developing educational trust,Similar past renewal experiences,Teaching quality decisions,Improving classroom presence,Imperfect but impactful educator identity,Student appreciation situation,Teacher dedication expected,student heartfelt thankyou note highlight ive phoning lately admiration shame recent teaching compromise,104,13,-0.09999999999999999,0.6166666666666667,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-13,0,0,0,0,0,0,0,['none detected'],0
"""My sibling's generous offer to help with our aging parents makes me guilty. They're stepping up while I've been avoiding the hard decisions.""","guilt, warmth","comparison, personalization",family,Sibling dedication exposing personal avoidance,Have family meeting to redistribute responsibilities fairly,Elder care planning,Equity motivation,Unequal-but-loving perception,Avoidance then guilt pattern,Family duty influence,Attention to sibling's care,Past avoidance memory,Developing caregiving trust,Similar past responsibility imbalances,Participation decisions,Improving family contribution,Imperfect but caring child identity,Parental care situation,Filial piety valued,sibling generous offer help aging parent make guilty theyre stepping ive avoiding hard decision,95,14,-0.39583333333333337,0.7708333333333333,Negative,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-14,0,0,0,1,0,4,2,['none detected'],0
"""The homeless man's gratitude for my small donation shames me. My privileged complaints are pathetic compared to his dignified thanks for scraps.""","guilt, warmth","comparison, magnification",social,Privilege awareness with disproportionate self-judgment,Channel discomfort into sustained advocacy efforts,Social consciousness,Justice motivation,Privileged-but-caring perception,Occasional charity then guilt pattern,Social inequality influence,Attention to systemic issues,Past inaction memory,Developing activist trust,Similar past awareness moments,Engagement decisions,Improving social contribution,Imperfect but awakening citizen identity,Charity situation,Consistent activism valued,homeless man gratitude small donation shame privileged complaint pathetic compared dignified thanks scrap,105,13,-0.3375,0.45,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-15,0,0,0,0,0,2,0,['overgeneralization'],1
"""My team celebrated my contribution despite knowing others worked harder. Their generosity makes me guilty for taking any credit at all.""","guilt, warmth","disqualifying positives, mental filtering",work,Shared success with disproportionate self-effacement,Accept praise while acknowledging team effort,Professional humility,Fairness motivation,Supported-but-modest perception,Deflection then guilt pattern,Workplace culture influence,Attention to team's generosity,Past collaboration memory,Developing professional trust,Similar past recognition experiences,Leadership decisions,Improving credit-sharing,Imperfect but valued team member identity,Recognition situation,Workplace humility valued,team celebrated contribution despite knowing others worked harder generosity make guilty taking credit,102,13,-0.08333333333333333,0.5833333333333334,Negative,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-16,0,0,0,1,0,4,2,['none detected'],0
"""My grandmother's forgiveness for missed visits makes me ache. Her unconditional love highlights how I prioritize convenience over family.""","guilt, warmth","should statements, magnification",family,Intergenerational love with perceived inadequacy,Schedule regular visits with realistic frequency,Family connection,Legacy motivation,Flawed-but-forgiven perception,Neglect then guilt pattern,Family expectation influence,Attention to elder's love,Past absence memory,Developing familial trust,Similar past care balancing,Reconnection decisions,Improving family presence,Imperfect but loved grandchild identity,Elderly visit situation,Family devotion expected,grandmother forgiveness missed visit make ache unconditional love highlight prioritize convenience family,105,12,0.5,0.6,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-17,0,0,0,0,0,4,0,['none detected'],0
"""Another weekend alone while others post group photos. Fine, I don't need fake friends anyway. Their gatherings look exhausting and superficial.""","loneliness, defiance","mental filtering, sour grapes",social,Isolation with defensive rejection of connection,Challenge all-or-nothing thinking about social bonds,Social connection challenge,Self-protection motivation,Cynical social perception,Isolative pattern,Social media influence,Attention to exclusion,Past social disappointment memory,Diminished social trust,Similar past lonely periods,Avoidant social decisions,Difficulty maintaining social perspective,Misunderstood loner identity,Social media exposure situation,Social activity valued,another weekend alone others post group photo fine dont need fake friend anyway gathering look exhausting superficial,117,17,-0.16111111111111112,0.6666666666666666,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2031-03-18,0,0,2,0,0,2,0,['none detected'],0
"""My dating app matches never respond. Whatever, I'm better off single than playing these stupid games. Modern romance is a joke anyway.""","loneliness, defiance","overgeneralization, labeling",dating,Rejection with defensive dismissal of intimacy,Take app breaks while cultivating real-world connections,Dating resilience,Self-preservation motivation,Cynical romantic perception,Swiping then quitting pattern,Dating culture influence,Attention to ghosting,Past dating frustration memory,Diminished romantic trust,Similar past dating disappointments,Avoidant romantic decisions,Difficulty maintaining dating perspective,Disillusioned single identity,Dating app situation,Romantic partnership norm,dating app match never respond whatever im better single playing stupid game modern romance joke anyway,103,16,-0.11428571428571428,0.4828571428571428,Negative,1,0,0.0,0.8484162743771657,0.0,0.5293295999393666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-19,0,0,0,0,0,1,0,['catastrophizing'],1
"""Coworkers eat together without inviting me. Their loss - I'd rather read than listen to their boring small talk. Workplace friends are overrated.""","loneliness, defiance","sour grapes, magnification",professional,Exclusion with defensive devaluation of connection,Initiate low-stakes lunch invitations,Workplace belonging challenge,Self-protection motivation,Alienated work perception,Isolative pattern,Workplace social influence,Attention to exclusion,Past workplace loneliness memory,Diminished colleague trust,Similar past work isolation,Avoidant coworker decisions,Difficulty maintaining professional perspective,Workplace outsider identity,Lunchroom situation,Work camaraderie expected,coworkers eat together without inviting loss id rather read listen boring small talk workplace friend overrated,111,16,-0.625,0.7,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-20,0,0,2,0,0,2,0,['overgeneralization'],1
"""Family gatherings highlight how different I am. Maybe I'm just not meant for close relationships. Independence is strength anyway.""","loneliness, defiance","all-or-nothing thinking, labeling",family,Alienation with defensive self-reliance narrative,Identify one family member for deeper connection,Family relationship challenge,Authenticity motivation,Misunderstood family perception,Withdrawal pattern,Family dynamic influence,Attention to difference,Past family disconnect memory,Diminished familial trust,Similar past family tensions,Avoidant family decisions,Difficulty maintaining family perspective,Black sheep identity,Family event situation,Family closeness valued,family gathering highlight different maybe im meant close relationship independence strength anyway,99,12,0.0,0.6,Neutral,0,0,0.0,0.0,0.0,0.33532094367991216,0.0,0.0,0.0,0.0,0.0,0.6922046680892104,0.6390716409019566,0.0,0.0,0.0,0.0,0.0,2031-03-21,0,0,0,0,0,1,0,['none detected'],0
"""My texts go unanswered for days. Forget them - I'm done chasing people. If they cared, they'd make time. Real connections shouldn't require this much work.""","loneliness, defiance","emotional reasoning, should statements",friendship,Unreciprocated effort with defensive withdrawal,Communicate needs clearly before final decisions,Friendship evaluation,Self-respect motivation,Unappreciated perception,Pursuit then cutoff pattern,Friendship expectation influence,Attention to response times,Past friendship neglect memory,Diminished friendship trust,Similar past communication frustrations,Avoidant friend decisions,Difficulty maintaining friendship perspective,Rejected friend identity,Texting situation,Friendship reciprocity expected,text go unanswered day forget im done chasing people cared theyd make time real connection shouldnt require much work,117,19,0.10000000000000002,0.2333333333333333,Positive,0,0,0.0,0.0,0.0,0.5158299653292986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8566909868023442,0.0,0.0,0.0,2031-03-22,0,0,0,0,0,4,0,['should statements'],1
"""Neighbors socialize without including me. Small-town life is overrated anyway. I'll focus on moving somewhere with better people.""","loneliness, defiance","labeling, magnification",community,Community exclusion with defensive relocation fantasy,Attend one local event with openness,Community integration challenge,Belonging motivation,Rejected community perception,Isolative pattern,Community closeness influence,Attention to exclusion,Past community difficulty memory,Diminished neighbor trust,Similar past relocation thoughts,Avoidant community decisions,Difficulty maintaining local perspective,Community outsider identity,Neighborhood situation,Community belonging valued,neighbor socialize without including smalltown life overrated anyway ill focus moving somewhere better people,109,14,0.0,0.75,Neutral,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-23,0,0,0,0,0,2,0,['overgeneralization'],1
"""My book club cancelled when I was hosting. They probably just wanted an excuse to exclude me. Literary analysis with them was shallow anyway.""","loneliness, defiance","mind reading, sour grapes",hobby,Social cancellation with defensive devaluation,Start alternative group with clearer commitment,Social hobby challenge,Intellectual connection motivation,Rejected enthusiast perception,Withdrawal pattern,Group dynamic influence,Attention to perceived rejection,Past group exclusion memory,Diminished hobby trust,Similar past club frustrations,Avoidant group decisions,Difficulty maintaining hobby perspective,Misunderstood intellectual identity,Club situation,Shared interest bonding,book club cancelled hosting probably wanted excuse exclude literary analysis shallow anyway,91,12,-0.09444444444444444,0.21666666666666667,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-24,0,0,0,0,0,2,0,['overgeneralization'],1
"""Friends forgot my birthday again. I'm done reminding them. If they actually cared, they'd remember. My real gift is seeing their true colors.""","loneliness, defiance","emotional reasoning, labeling",friendship,Neglect with defensive reframing as moral victory,Communicate hurt directly before final judgments,Friendship evaluation,Self-worth motivation,Unvalued perception,Silent expectation pattern,Birthday culture influence,Attention to forgetfulness,Past birthday disappointment memory,Diminished friendship trust,Similar past recognition hurts,Avoidant friend decisions,Difficulty maintaining friendship perspective,Unimportant friend identity,Birthday situation,Friendship celebration expected,friend forgot birthday im done reminding actually cared theyd remember real gift seeing true color,98,15,0.18333333333333335,0.35000000000000003,Positive,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-25,0,0,1,0,0,1,0,['overgeneralization'],1
"""The group chat goes silent when I contribute. Whatever, their conversations are juvenile. I'm surrounded by emotional children.""","loneliness, defiance","labeling, magnification",social,Social exclusion with defensive superiority,Seek communities aligned with communication style,Social fit challenge,Authentic connection motivation,Alienated social perception,Dismissive pattern,Peer group influence,Attention to silence,Past social mismatch memory,Diminished peer trust,Similar past group struggles,Avoidant social decisions,Difficulty maintaining peer perspective,Misfit identity,Group chat situation,Social belonging valued,group chat go silent contribute whatever conversation juvenile im surrounded emotional child,92,12,-0.08333333333333333,0.3333333333333333,Negative,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-26,0,0,1,0,0,1,0,['none detected'],0
"""My attempts at connection keep failing. Maybe meaningful relationships are a myth. The truly strong walk alone.""","loneliness, defiance","overgeneralization, all-or-nothing thinking",social,Repeated rejection with defensive self-reliance,Explore attachment patterns with therapist,Connection challenge,Self-protection motivation,Cynical relational perception,Isolative pattern,Social expectation influence,Attention to failed attempts,Past relationship pain memory,Diminished human connection trust,Similar past isolation periods,Avoidant relational decisions,Difficulty maintaining social perspective,Lone wolf identity,Rejection situation,Social connection norm,attempt connection keep failing maybe meaningful relationship myth truly strong walk alone,90,12,0.4666666666666667,0.6166666666666667,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2031-03-27,0,0,0,0,0,2,0,['none detected'],0
"""Getting this promotion feels amazing, but what if I'm just lucky? If I celebrate too much, I might jinx it and fail spectacularly.""","joy with anxiety, magical thinking","fortune telling, emotional reasoning",career,Success tainted by superstition,Celebrate while documenting concrete achievements,Career advancement,Achievement motivation,Fragile success perception,Superstitious avoidance,Workplace superstition influence,Hyperfocus on potential loss,Past success-failure memory,Conditional self-trust,Similar past success anxieties,Risk-averse decisions,Difficulty enjoying achievements,Lucky impostor identity,Career success situation,Meritocracy belief,getting promotion feel amazing im lucky celebrate much might jinx fail spectacularly,84,12,0.24666666666666667,0.6266666666666667,Positive,0,0,0.0,0.0,0.0,0.6295837149077079,0.7769326521153619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-28,0,0,0,0,0,1,0,['none detected'],0
"""My pregnancy test was positive! But if I tell anyone before 12 weeks, something terrible might happen. Better keep it secret.""","joy with anxiety, magical thinking",thought-action fusion,family,Exciting news constrained by irrational fear,Share with trusted support while managing anxiety,Early pregnancy,Protection motivation,Threat-tinged joy,Information restriction,Pregnancy superstition influence,Attention to potential risks,Past loss memory (real/feared),Diminished outcome trust,Similar past magical thinking,Secretive decisions,Difficulty embracing joy,Anxious expectant parent identity,Pregnancy announcement situation,Pregnancy taboo culture,pregnancy test positive tell anyone week something terrible might happen better keep secret,91,13,-0.16818181818181818,0.6863636363636363,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-29,0,0,0,0,0,2,0,['none detected'],0
"""Our offer got accepted on the dream house! But I keep imagining all the ways it could fall through. Maybe we shouldn't pack yet.""","joy with anxiety, magical thinking","catastrophizing, emotional reasoning",life event,Anticipatory joy diluted by disaster fantasies,Take practical steps while acknowledging anxiety,Home purchase process,Security motivation,Precarious happiness perception,Premature celebration avoidance,Homebuyer horror stories,Attention to potential dealbreakers,Past disappointment memory,Conditional happiness trust,Similar past excitement fears,Hesitant decisions,Difficulty enjoying milestones,Cautious homeowner identity,Real estate transaction situation,Homeownership dream,offer got accepted dream house keep imagining way could fall maybe shouldnt pack yet,84,14,0.0,0.0,Neutral,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-03-30,0,0,0,0,0,2,0,"['overgeneralization', 'should statements']",2
"""My novel got published! But if I read reviews, I'll summon negative ones. Better avoid seeing what people think.""","joy with anxiety, magical thinking","mind reading, thought-action fusion",creative,Achievement constrained by review superstition,Designate trusted person to filter reviews,Creative debut,Validation motivation,Fragile accomplishment perception,Avoidant celebration,Artist superstition influence,Attention to potential criticism,Past criticism memory,Conditional creative trust,Similar past magical thinking,Isolating decisions,Difficulty owning success,Anxious creator identity,Publication situation,Artistic vulnerability,novel got published read review ill summon negative one better avoid seeing people think,88,14,-0.10000000000000002,0.6333333333333333,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2031-03-31,1,0,0,0,0,2,0,['mind reading'],1
"""The doctor says I'm cancer-free! But if I celebrate too hard, it might come back. I'll just quietly move forward.""","joy with anxiety, magical thinking","emotional reasoning, magnification",health,Recovery joy diluted by irrational recurrence fear,Plan graduated celebrations with support system,Health recovery,Survival motivation,Temporary relief perception,Muted response pattern,Medical superstition influence,Attention to bodily sensations,Past illness memory,Diminished health trust,Similar past health anxieties,Restrained decisions,Difficulty embracing wellness,Survivor-in-waiting identity,Remission situation,Health superstitions,doctor say im cancerfree celebrate hard might come back ill quietly move forward,80,13,-0.19791666666666669,0.46874999999999994,Negative,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-01,0,0,0,0,0,1,0,['none detected'],0
"""Our startup got funded! But now the pressure's on - if I enjoy this, I'll get complacent and ruin everything.""","joy with anxiety, magical thinking","should statements, fortune telling",professional,Success framed as dangerous complacency trigger,Separate celebration from operational planning,Business growth,Achievement motivation,Joy-as-risk perception,Somber achievement marking,Hustle culture influence,Attention to potential failures,Past success-failure memory,Conditional professional trust,Similar past celebration fears,Austere decisions,Difficulty integrating success,Reluctant entrepreneur identity,Funding situation,Grind culture,startup got funded pressure enjoy ill get complacent ruin everything,68,10,-0.04999999999999999,0.75,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-02,0,0,0,0,0,2,0,['none detected'],0
"""My artwork is being exhibited! But if I feel too proud, the next piece will be terrible. Stay humble or risk losing it all.""","joy with anxiety, magical thinking","emotional reasoning, labeling",creative,Creative milestone with built-in humility punishment,Document success while maintaining practice routine,Artistic recognition,Mastery motivation,Conditional talent perception,Self-deprecating celebration,Creative superstition influence,Attention to future failure,Past creative block memory,Fragile artistic trust,Similar past magical thinking,Restrained decisions,Difficulty owning achievement,Superstitious artist identity,Exhibition situation,Tortured artist myth,artwork exhibited feel proud next piece terrible stay humble risk losing,72,11,-0.09999999999999999,0.6,Negative,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-03,0,0,0,0,0,4,0,['none detected'],0
"""We're finally pregnant after years of trying! But if I buy baby items now, I'll tempt fate. The nursery stays empty.""","joy with anxiety, magical thinking",thought-action fusion,family,Long-awaited joy constrained by ritualistic avoidance,"Allow small, gradual preparations",Pregnancy after infertility,Protection motivation,Precarious miracle perception,Superstitious restriction,Fertility community influence,Attention to potential loss,Past infertility memory,Conditional joy trust,Similar past magical thinking,Minimalist decisions,Difficulty embracing expectancy,Anxious miracle parent identity,High-risk pregnancy situation,Pregnancy loss awareness,finally pregnant year trying buy baby item ill tempt fate nursery stay empty,76,13,-0.0888888888888889,0.6666666666666666,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-04,0,0,0,0,0,2,0,['overgeneralization'],1
"""My band got a record deal! But if I acknowledge how happy I am, the universe will balance it with disaster.""","joy with anxiety, magical thinking","magnification, emotional reasoning",creative,Breakthrough with imagined cosmic punishment,Celebrate in small doses with grounding techniques,Musical breakthrough,Success motivation,Karmic balance perception,Restrained excitement,Artistic superstition influence,Attention to potential downfall,Past setback memory,Conditional luck trust,Similar past magical thinking,Hesitant decisions,Difficulty enjoying success,Reluctant rockstar identity,Career breakthrough situation,"""Don't jinx it"" culture",band got record deal acknowledge happy universe balance disaster,64,9,0.8,1.0,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-05,0,0,0,0,0,2,0,['catastrophizing'],1
"""I won the literary award! But if I display it prominently, I'll invite scrutiny I can't live up to.""","joy with anxiety, magical thinking","fortune telling, mind reading",professional,Honor tainted by future expectation fears,Create rotating display with other meaningful items,Career achievement,Recognition motivation,Burden-of-proof perception,Hidden achievement pattern,Imposter phenomenon influence,Attention to perceived expectations,Past pressure memory,Conditional accomplishment trust,Similar past success anxieties,Understated decisions,Difficulty internalizing success,Reluctant laureate identity,Award situation,Achievement modesty,literary award display prominently ill invite scrutiny cant live,64,9,-0.08787878787878789,0.5333333333333333,Negative,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-06,0,0,0,0,0,2,0,['none detected'],0
"""My parents sacrificed everything for my education. Now I have this great job, but I feel guilty enjoying comforts they never had.""","guilt, gratitude","comparison, magnification",family,Privilege awareness with intergenerational guilt,Honor their sacrifice through meaningful actions,Career gratitude,Reciprocity motivation,Burden-of-privilege perception,Lifestyle guilt pattern,Immigrant narrative influence,Attention to parental lack,Past sacrifice memory,Conditional success trust,Similar past guilt episodes,Over-giving decisions,Difficulty enjoying earned rewards,Grateful but guilty child identity,Career milestone situation,Filial piety culture,parent sacrificed everything education great job feel guilty enjoying comfort never,83,11,0.26666666666666666,0.7833333333333333,Positive,1,1,0.0,0.5596799211842806,0.0,0.0,0.43091022983883903,0.0,0.0,0.0,0.7078663430644208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-07,0,0,0,0,0,4,0,['catastrophizing'],1
"""My friend is struggling with infertility while I complain about parenting. My blessings make me feel like a jerk for any frustration.""","guilt, gratitude","personalization, mental filtering",friendship,Privileged struggle with comparative guilt,Practice compartmentalization - both experiences valid,Friendship empathy,Sensitivity motivation,Privileged-parent perception,Self-censorship pattern,Fertility struggle awareness,Attention to friend's pain,Past insensitivity memory,Diminished parenting trust,Similar past guilt moments,Over-filtered decisions,Difficulty balancing authenticity/empathy,Lucky but guilty parent identity,Parenting challenge situation,Competitive suffering,friend struggling infertility complain parenting blessing make feel like jerk frustration,89,11,0.0,0.0,Neutral,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-08,0,0,1,0,0,4,0,['none detected'],0
"""Survivor's guilt overwhelms me - why did I recover when others from my cancer ward didn't? Their families should hate me.""","guilt, gratitude","personalization, emotional reasoning",health,Survival with perceived unjust distribution,Channel gratitude into peer support volunteering,Post-recovery adjustment,Meaning motivation,Unworthy survivor perception,Guilt-driven helping,Medical community influence,Attention to statistical injustice,Past ward memories,Conditional life trust,Similar past guilt episodes,Over-altruistic decisions,Difficulty embracing second chance,Guilty survivor identity,Remission anniversary situation,Survivor narratives,survivor guilt overwhelms recover others cancer ward didnt family hate,70,10,-0.8,0.9,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-09,0,0,0,0,0,2,0,['none detected'],0
